#COL_NUMBER,#RES_PAIR_COLUMN_SCORE
215,1.000000
216,1.000000
217,1.000000
218,1.000000
219,1.000000
220,1.000000
221,1.000000
222,1.000000
223,1.000000
224,1.000000
225,1.000000
226,1.000000
227,1.000000
228,1.000000
229,1.000000
230,1.000000
231,1.000000
232,1.000000
233,1.000000
234,1.000000
235,1.000000
236,1.000000
237,1.000000
238,1.000000
239,1.000000
240,1.000000
241,1.000000
242,1.000000
243,1.000000
244,1.000000
245,1.000000
246,1.000000
247,1.000000
248,1.000000
249,1.000000
250,1.000000
251,1.000000
252,1.000000
253,1.000000
254,1.000000
255,1.000000
256,1.000000
257,1.000000
258,1.000000
260,1.000000
261,1.000000
262,1.000000
263,1.000000
264,1.000000
265,1.000000
266,1.000000
267,1.000000
268,1.000000
269,1.000000
270,1.000000
271,1.000000
272,1.000000
273,1.000000
274,1.000000
275,1.000000
276,1.000000
277,1.000000
278,1.000000
279,1.000000
280,1.000000
281,0.994011
282,0.924395
283,0.904428
284,0.875943
285,0.976922
286,0.863625
287,1.000000
288,1.000000
289,0.994923
290,0.994923
291,0.994923
292,1.000000
293,1.000000
294,1.000000
295,1.000000
296,1.000000
297,1.000000
298,1.000000
299,1.000000
300,1.000000
301,1.000000
302,1.000000
303,1.000000
304,1.000000
305,1.000000
306,1.000000
307,1.000000
308,1.000000
309,1.000000
310,1.000000
311,1.000000
312,1.000000
313,1.000000
314,1.000000
315,1.000000
316,1.000000
317,1.000000
318,1.000000
319,1.000000
320,1.000000
321,1.000000
322,1.000000
323,1.000000
324,1.000000
325,1.000000
326,1.000000
327,1.000000
328,1.000000
329,1.000000
330,1.000000
331,1.000000
332,1.000000
333,1.000000
334,1.000000
335,1.000000
336,1.000000
337,1.000000
338,1.000000
339,1.000000
340,1.000000
341,1.000000
342,1.000000
343,1.000000
344,1.000000
345,1.000000
346,1.000000
347,0.995431
348,0.992708
349,0.987924
350,1.000000
351,0.735000
352,0.868697
353,0.890615
354,0.857340
355,0.914498
356,0.931350
357,0.512500
358,0.557500
360,0.776325
361,0.778514
362,0.769947
363,0.769773
364,0.920000
365,0.998223
366,1.000000
367,1.000000
368,1.000000
369,1.000000
370,1.000000
371,1.000000
372,1.000000
373,1.000000
374,1.000000
375,1.000000
376,1.000000
377,1.000000
378,1.000000
379,1.000000
380,1.000000
381,1.000000
382,1.000000
383,1.000000
384,1.000000
385,1.000000
386,1.000000
387,1.000000
388,1.000000
389,1.000000
390,1.000000
391,1.000000
392,1.000000
393,1.000000
394,1.000000
395,1.000000
396,1.000000
397,1.000000
398,1.000000
399,1.000000
400,1.000000
401,1.000000
402,1.000000
403,1.000000
404,1.000000
405,1.000000
406,1.000000
407,1.000000
408,1.000000
409,1.000000
410,1.000000
411,1.000000
412,1.000000
413,1.000000
414,1.000000
415,1.000000
416,1.000000
417,1.000000
418,1.000000
419,1.000000
420,1.000000
421,1.000000
422,1.000000
423,1.000000
424,1.000000
425,1.000000
426,1.000000
427,1.000000
428,1.000000
429,1.000000
430,1.000000
431,1.000000
432,1.000000
433,1.000000
434,1.000000
435,1.000000
436,1.000000
437,1.000000
438,1.000000
439,1.000000
440,1.000000
441,1.000000
442,1.000000
443,1.000000
444,1.000000
445,1.000000
446,1.000000
447,1.000000
448,1.000000
449,1.000000
450,1.000000
451,1.000000
452,1.000000
453,1.000000
454,1.000000
455,1.000000
456,1.000000
457,1.000000
458,1.000000
459,1.000000
460,1.000000
461,1.000000
462,1.000000
463,1.000000
464,1.000000
465,0.997755
466,0.996573
467,0.992004
468,0.992004
469,0.992004
470,0.992004
471,0.994289
472,0.994289
473,0.989561
474,0.987221
475,0.987221
476,0.987221
477,0.986753
478,0.986753
479,0.986753
480,0.986753
481,0.986753
482,0.986753
483,0.984320
484,0.984320
485,0.984320
486,0.984172
487,0.984172
488,0.984172
489,0.983173
490,0.977755
491,0.967612
492,0.961430
493,0.982500
494,0.980833
495,0.980833
496,0.980833
497,0.870333
498,0.879614
499,0.879614
500,0.982500
501,0.982500
502,0.982500
503,0.795842
504,0.790219
505,0.780731
506,0.771006
507,0.861647
508,0.855437
509,0.709244
510,0.656834
511,0.508962
512,0.437854
513,0.456555
514,0.449687
515,0.440584
516,0.988000
517,0.445982
518,0.983000
519,0.981000
520,0.532000
521,0.366476
522,0.361369
523,0.986000
524,0.989000
525,0.989000
526,0.604134
527,0.604860
528,0.619909
529,0.572558
530,0.562034
531,0.469564
532,0.521115
533,0.511631
534,0.516873
535,0.402321
536,0.658167
537,0.629833
538,0.620833
539,0.614833
540,0.609167
541,1.000000
542,0.588333
543,0.756667
544,0.367167
545,0.380833
546,0.504984
547,0.590541
548,0.572997
549,0.785528
550,0.852830
551,0.906050
552,0.912981
553,0.916034
554,0.812471
555,0.792881
556,0.783583
557,0.808701
558,0.600000
559,0.853984
560,0.826114
561,0.825716
562,0.827498
563,0.745471
564,0.748783
565,0.773428
566,0.777753
567,0.777470
568,0.765609
569,0.738936
570,0.750556
571,0.724048
572,0.699518
573,0.673232
574,0.643548
575,0.611729
576,0.588134
577,0.551322
578,0.424758
579,0.341083
580,0.313774
581,0.289330
582,0.230429
583,0.253526
584,0.681667
585,0.429167
586,0.342803
587,0.342803
588,0.338712
589,0.345182
590,0.345727
591,0.345727
592,0.422778
593,0.422778
594,0.422778
595,0.394286
596,0.385000
597,0.385000
598,0.517500
