#COL_NUMBER,#RES_PAIR_COLUMN_SCORE
161,0.998387
162,0.998387
163,0.998387
164,0.998387
165,0.998387
166,0.998387
167,0.998387
168,0.998387
169,0.998387
170,0.998361
171,0.988351
172,0.993449
173,0.950717
174,0.946189
175,0.936462
176,0.938371
177,0.949967
178,0.950127
179,0.953975
180,0.839318
181,0.839318
182,0.839958
183,0.839958
184,0.839958
185,1.000000
186,1.000000
187,1.000000
188,0.993146
189,0.993146
190,0.993146
191,0.993146
192,0.993146
193,0.993146
194,0.993146
195,0.993146
196,0.993146
197,1.000000
198,1.000000
199,1.000000
200,1.000000
201,1.000000
202,1.000000
203,1.000000
204,1.000000
205,1.000000
206,1.000000
207,1.000000
208,1.000000
210,1.000000
211,1.000000
212,1.000000
213,1.000000
214,1.000000
215,1.000000
216,1.000000
217,1.000000
218,1.000000
219,1.000000
220,1.000000
221,1.000000
222,1.000000
223,0.968027
224,0.968027
225,0.968027
226,0.968027
227,0.968027
228,0.968027
229,0.968027
230,0.968027
231,0.968027
232,0.968027
233,0.968027
234,0.968027
235,0.968027
236,0.968027
237,0.968027
238,0.968027
239,1.000000
240,1.000000
241,1.000000
242,1.000000
243,1.000000
244,1.000000
245,1.000000
246,1.000000
247,0.999677
248,0.999677
249,0.999064
250,0.999064
251,0.964564
252,0.964564
253,0.963596
254,0.962649
255,0.902263
256,0.903570
257,0.968972
258,0.917355
259,0.894283
260,0.909458
261,0.915911
262,0.915911
263,0.914034
264,0.913026
265,0.863691
266,0.850311
267,0.837951
268,0.738232
269,0.640710
270,0.584383
271,0.568436
272,0.477068
273,0.477706
274,0.401321
275,0.357121
276,0.226410
277,0.269778
278,0.422411
279,0.423571
280,0.293000
281,0.493214
282,0.355000
283,0.342500
284,0.344750
285,0.298833
286,0.347024
287,0.353929
288,0.599286
289,0.262645
290,0.322802
291,0.407785
292,0.387286
293,0.397518
294,0.415731
295,0.540080
296,0.755253
297,0.809639
298,0.848384
299,0.891745
300,0.923521
301,0.960328
302,0.973802
303,0.986362
304,0.988234
305,0.992031
306,0.999355
307,0.999355
308,1.000000
309,1.000000
310,1.000000
311,1.000000
312,1.000000
313,1.000000
314,1.000000
315,1.000000
316,1.000000
317,1.000000
318,1.000000
319,1.000000
320,1.000000
321,1.000000
322,1.000000
323,1.000000
324,1.000000
325,1.000000
326,1.000000
327,1.000000
328,1.000000
329,1.000000
330,1.000000
331,1.000000
332,1.000000
333,1.000000
334,1.000000
335,1.000000
336,1.000000
337,1.000000
338,1.000000
339,1.000000
340,1.000000
341,1.000000
342,1.000000
343,1.000000
344,1.000000
345,1.000000
346,0.989720
347,0.971412
348,0.969476
349,0.958794
350,0.954281
351,0.948866
352,0.938038
353,0.940064
354,0.928664
355,0.964254
356,0.952276
357,0.951798
358,0.978426
359,0.976880
360,0.773370
361,0.770303
362,0.782864
363,0.917411
364,0.919149
365,0.930060
366,0.958038
367,0.964558
368,0.967715
369,0.968858
370,0.981803
371,0.990418
372,0.993808
373,0.994744
374,0.994744
375,0.994744
376,0.998773
377,1.000000
378,1.000000
379,1.000000
380,1.000000
381,1.000000
382,1.000000
383,1.000000
384,1.000000
385,1.000000
386,1.000000
387,1.000000
388,1.000000
389,1.000000
390,1.000000
391,1.000000
392,1.000000
393,1.000000
394,1.000000
395,1.000000
396,1.000000
397,1.000000
398,1.000000
399,1.000000
400,0.998468
401,0.996774
403,0.974373
404,0.974373
405,0.969572
406,0.962980
407,0.939626
408,0.862794
409,1.000000
410,0.915382
411,0.935658
412,0.937417
413,0.971274
414,0.992829
415,0.996573
416,0.996573
417,0.996573
418,0.996573
419,0.996573
420,0.996573
421,1.000000
422,1.000000
423,1.000000
424,1.000000
425,1.000000
426,1.000000
427,1.000000
428,1.000000
429,1.000000
430,1.000000
431,1.000000
432,1.000000
433,1.000000
434,0.978850
435,0.978850
436,0.978850
437,0.978850
438,0.978694
439,0.979423
440,0.913937
441,1.000000
442,0.994003
443,1.000000
444,1.000000
445,1.000000
446,1.000000
447,1.000000
448,0.976801
449,0.971597
450,0.999259
451,0.999259
452,0.998903
453,0.998546
454,0.795075
455,0.795059
456,0.793892
457,0.794178
458,0.796489
459,0.796489
460,0.801359
461,0.917012
462,0.916988
463,0.918273
464,0.930254
465,0.950965
466,0.951610
467,0.952401
468,0.994775
469,0.994775
470,0.994775
471,0.994775
472,0.994693
473,0.967671
474,0.994622
475,0.994622
476,0.955127
477,0.943609
478,0.943609
479,0.943609
480,0.949148
481,0.940843
482,0.971791
483,0.971791
484,0.971791
485,0.970340
486,0.927504
487,0.903107
488,0.843794
489,0.837903
490,0.828544
491,0.693033
492,0.587631
493,0.557716
495,0.480000
496,0.456960
497,0.682500
498,1.000000
499,0.994000
500,0.993333
503,0.438333
504,0.494500
505,1.000000
506,1.000000
507,1.000000
509,0.713250
510,0.713250
511,0.680250
512,0.680250
513,0.680250
514,0.680250
515,0.680250
516,0.680250
517,0.680250
518,0.680250
519,0.680250
520,0.627500
521,0.698333
537,0.177500
538,0.285000
539,0.422083
540,0.588750
541,0.588750
545,0.581111
549,0.835000
550,0.835000
551,0.835000
552,0.835000
553,0.846500
554,0.928000
556,0.994000
557,0.784364
558,0.812008
559,0.774294
560,0.797942
561,0.800451
562,0.802147
563,0.806674
564,0.807332
565,0.807328
566,0.830059
567,0.830923
568,0.999630
569,0.999630
570,0.999630
571,0.992714
572,0.996464
573,0.998210
574,0.998210
575,0.998210
576,0.998210
577,0.998210
578,0.998210
579,0.988320
580,0.986200
581,0.873216
582,0.826608
583,0.758538
584,0.739395
585,0.877332
586,0.867905
587,0.848218
588,0.847993
589,0.840996
590,0.824892
591,0.815545
592,0.900172
593,0.887099
594,0.687126
595,0.698758
596,0.709752
597,0.712675
598,0.742416
599,0.766247
600,0.753120
601,0.757664
602,1.000000
603,0.200786
604,0.606272
605,0.609094
606,0.620000
607,0.674767
608,0.674031
609,0.687380
610,0.689093
611,0.712750
612,0.727687
613,0.854789
614,0.888589
615,0.823786
616,0.821689
617,0.829555
618,0.716954
619,0.719198
620,0.720800
621,0.720660
622,0.720448
623,0.702355
624,0.677657
625,0.667027
626,0.558306
627,0.533273
628,0.532976
629,0.544820
630,0.040000
631,0.015000
632,0.595744
633,0.676707
634,0.656022
635,0.644747
636,0.634103
637,0.624240
638,0.479500
639,0.970000
640,0.970000
641,1.000000
642,1.000000
643,1.000000
644,1.000000
645,0.345000
646,0.345000
647,0.340000
648,0.343333
649,0.337500
650,1.000000
651,0.333333
652,0.335000
653,0.335000
654,0.118250
655,0.117917
656,0.389695
657,0.400292
658,0.388249
659,0.387947
660,0.388690
661,0.388746
662,0.398187
663,0.164854
664,0.167500
665,0.165063
666,0.501167
667,0.740750
668,0.387250
669,0.381500
671,0.333333
673,0.416000
674,0.445000
675,0.457333
676,0.479833
677,0.478500
678,0.714250
679,0.810000
680,0.460000
681,0.312833
682,0.320667
683,0.322333
684,0.210104
685,0.210146
686,0.284167
687,0.540634
688,0.528928
689,0.529533
690,0.528439
691,0.525288
692,0.726667
693,1.000000
694,1.000000
695,1.000000
696,0.363333
697,0.468864
698,0.463920
699,0.475072
700,0.122500
701,0.157500
702,0.115000
703,0.115000
704,0.604378
706,0.476124
707,0.466048
708,0.453579
709,0.238187
710,0.417500
711,0.414500
712,0.800000
713,0.800000
720,0.900000
721,0.900000
722,0.900000
723,0.900000
724,0.222833
725,0.379547
727,0.479410
728,0.473433
729,0.460865
730,0.401918
731,0.214936
732,0.188068
733,0.189333
734,0.140659
735,0.183839
736,1.000000
737,0.353333
738,0.285500
739,0.228500
740,0.227500
741,0.340000
742,0.230333
743,0.230333
744,0.230333
745,0.096736
746,0.099792
747,0.100833
748,0.319408
749,0.284343
750,0.255640
751,0.231184
752,0.193621
753,0.185449
754,0.467940
755,0.310404
756,0.328208
757,0.317115
758,0.334091
759,0.306250
760,0.288194
761,0.273819
762,0.272014
763,0.105000
765,0.184048
766,0.133542
768,0.320000
769,0.203667
770,0.205500
771,0.138000
772,0.136209
773,0.155879
774,0.154533
775,0.171538
776,0.268681
778,0.213000
779,0.222750
780,0.218250
781,0.213000
782,0.361667
783,0.382500
784,0.235000
785,0.169167
786,0.159375
787,0.165089
788,0.147847
789,0.139111
790,0.137722
791,0.133611
792,0.103111
793,0.117500
794,0.154583
795,0.150417
796,0.145000
797,0.129167
798,0.128750
799,0.126250
800,0.076667
801,0.074167
802,0.068000
803,0.068500
804,0.064750
805,0.061250
806,0.060000
807,0.060417
808,0.060000
809,0.261111
810,0.406161
811,0.306667
812,0.915000
813,0.335000
814,0.261682
815,0.254280
816,0.271477
817,0.274773
818,0.275136
819,0.230985
820,0.189946
821,0.204886
822,0.207195
823,0.364404
824,0.394331
825,0.452779
826,0.474916
827,0.527914
828,0.616410
829,0.407500
830,0.309167
831,0.306667
832,0.259167
835,0.573146
836,0.570398
837,0.589973
838,0.593698
839,0.598589
840,0.618425
842,0.718763
843,0.719775
844,0.720103
845,0.863235
846,0.900433
847,0.870168
848,0.870734
849,0.869781
850,0.722329
851,0.690665
852,0.692515
853,0.686285
854,0.686920
855,0.686575
856,0.685439
857,0.704273
858,0.699733
860,0.291161
861,0.647813
862,0.646643
863,0.573496
864,0.605058
865,0.566970
866,0.607347
867,0.000000
868,0.682815
869,0.756936
870,0.758444
871,0.779765
872,0.783054
873,0.964455
874,1.000000
875,1.000000
876,1.000000
877,1.000000
878,1.000000
879,1.000000
880,0.993651
881,0.993473
882,0.992208
883,0.992208
884,0.865469
885,0.864045
886,0.877462
887,0.874294
888,0.839735
889,0.867683
890,0.742946
891,0.716948
892,0.720662
893,0.704231
894,0.686785
895,0.686557
896,0.680564
897,0.248667
903,0.222000
904,0.222000
905,0.324500
906,0.324500
907,0.324500
908,0.180333
909,0.738873
910,0.775189
911,0.753477
912,0.775142
913,0.761889
914,0.741677
915,0.722131
916,0.582010
917,0.584384
918,0.608656
919,0.546445
920,0.488864
921,0.476126
922,0.464159
923,0.476796
924,0.446187
926,0.366389
927,0.306667
928,0.316000
929,0.387639
932,0.472500
933,0.472143
934,0.444306
935,0.200786
936,0.200429
937,0.196236
938,0.381389
939,0.382153
940,0.385486
941,0.287000
942,0.385042
943,0.377818
944,0.361822
945,0.371631
946,0.360506
947,0.357232
948,0.197479
949,0.207798
950,0.176346
951,0.166471
952,0.097500
953,0.112250
954,0.232500
955,0.222500
956,0.220000
957,0.207500
958,0.180000
961,0.022500
967,0.005000
968,0.015000
969,0.020000
970,0.025000
971,0.076000
972,0.199840
973,0.341720
974,0.376100
975,0.365133
976,0.267810
977,0.169205
978,0.158864
979,0.257411
980,0.211736
981,0.211319
982,0.199444
983,0.145476
984,0.185000
985,0.376667
986,0.177545
987,0.107851
988,0.133350
989,0.140079
990,0.156316
991,0.130833
992,0.071319
993,0.030250
994,0.031000
995,0.050833
996,0.050833
997,0.022500
1003,0.029167
1004,0.105000
1005,0.168333
1006,0.162500
1007,0.152500
1008,0.152500
1009,0.295000
1010,0.295000
