#analysis: Bf201311
#Total bases:	13357
#Adenine:	3434 (25.7 %)
#Guanine:	1149 ( 8.6 %)
#Cytosine:	1127 ( 8.4 %)
#Thymine:	7647 (57.3 %)
#G+C content(in %):	17.0 %
#A+T content(in %):	83.0 %
#G+A content(in %):	34.3 %
#C+T content(in %):	65.7 %
#G+T content(in %):	65.9 %
#A+C content(in %):	34.1 %
#Average Peak of the spectrum :	0.00054987
Position	Peak
2880	9.246293
2900	4.903991
2920	5.740692
2940	3.603079
2960	17.241955
2980	26.726924
3000	22.068211
3020	15.220467
3040	18.814944
3060	12.512959
3080	8.772398
3100	11.086364
3120	12.433777
3140	10.902984
3160	8.065066
3180	6.196986
3200	7.786853
3220	11.166723
3240	9.614795
3260	6.951346
3280	7.910756
3300	13.348181
3320	12.089455
3340	15.295137
3360	19.248839
3380	14.785853
3400	22.853744
3420	19.278950
3440	19.118941
3460	11.642800
3480	8.498876
3500	9.968401
3520	7.456636
3540	9.132556
3560	13.083754
3580	13.647867
3600	8.484168
3620	10.979209
3640	9.114875
3660	9.832056
3680	11.173039
3700	10.430502
3720	12.919347
3740	13.735902
3760	7.570354
3780	8.006280
3800	8.414468
3820	9.998487
3840	6.907799
3860	9.687927
3880	14.377970
3900	13.225321
3920	14.037498
3940	11.457582
3960	13.135268
3980	11.295280
4000	6.851359
4020	11.990577
4040	5.094529
4060	6.490471
4080	3.621802
4100	5.760867
4120	6.074871
4140	3.710314
4160	6.461275
4180	4.861603
4200	2.442707
4220	4.048141
4240	13.388805
4260	13.084153
4280	12.377673
4300	19.860669
4320	21.199814
4340	16.305958
4360	27.734698
4380	20.171998
4400	10.611780
4420	6.941618
4440	13.694248
4460	22.317831
4480	19.020417
4500	25.648825
4520	23.354796
4540	21.427583
4560	12.557476
4580	12.704800
4600	10.982378
4620	20.763909
4640	19.786428
4660	19.073146
4680	16.473696
4700	14.350263
4720	15.547807
4740	11.735609
4760	12.102888
4780	26.228548
4800	27.488226
4820	20.131779
4840	23.872755
4860	25.439970
4880	19.284787
4900	13.057906
4920	17.005896
4940	17.432381
4960	21.073024
4980	13.840370
5000	24.660489
5020	25.093157
5040	25.885521
5060	21.749156
5080	20.692322
5100	13.103655
5120	18.527768
5140	16.291919
5160	13.843773
5180	21.634835
5200	21.947497
5220	14.988025
5240	10.611448
5260	15.731055
5280	15.656648
5300	8.793390
5320	4.774959
5340	15.331189
5360	19.307187
5380	7.407837
5400	7.051367
5420	3.733851
5440	2.932666
5460	5.704106
5480	4.997481
5500	11.329768
5520	7.819939
5540	7.383182
5560	7.240757
5580	6.811192
5600	4.619833
5620	10.330856
5640	23.268819
5660	20.316155
5680	23.056494
5700	26.126031
5720	17.767937
5740	16.373118
5760	17.103351
5780	18.068206
5800	11.206301
5820	19.006109
5840	25.577458
5860	14.049470
5880	15.720348
5900	22.948757
5920	21.524995
5940	15.498196
5960	17.936362
5980	20.546081
6000	20.604390
6020	22.792379
6040	13.569150
6060	17.985808
6080	13.110334
6100	14.034021
6120	24.355506
6140	19.814637
6160	22.214616
6180	20.545367
6200	22.433332
6220	25.008278
6240	28.081652
6260	26.422088
6280	25.060521
6300	20.939070
6320	24.813796
6340	27.245069
6360	35.916608
6380	41.257249
6400	31.067318
6420	28.750644
6440	31.961229
6460	33.854877
6480	37.092694
6500	45.719303
6520	46.476210
6540	45.652724
6560	55.211605
6580	49.573255
6600	54.393307
6620	52.458421
6640	45.793137
6660	38.643748
6680	36.089740
6700	38.409362
6720	46.303423
6740	30.379216
6760	23.157559
6780	22.937607
6800	12.762009
6820	15.370773
6840	12.607670
6860	7.373425
6880	10.551525
6900	5.334906
6920	2.115301
6940	1.731930
6960	2.345651
6980	1.583500
7000	6.980356
7020	14.650434
7040	19.620569
7060	19.801771
7080	5.806189
7100	7.123643
7120	7.548495
7140	16.431999
7160	5.838249
7180	8.862098
7200	8.132622
7220	6.175280
7240	3.413600
7260	6.717013
7280	8.747709
7300	12.388782
7320	10.491414
7340	29.074999
7360	24.438883
7380	5.778784
7400	4.733813
7420	8.625085
7440	6.214693
7460	4.925094
7480	3.245167
7500	4.352250
7520	3.443114
7540	3.720437
7560	6.033428
7580	4.689197
7600	3.693689
7620	7.266806
7640	9.090114
7660	11.773796
7680	12.017982
7700	20.539463
7720	21.983061
7740	15.954022
7760	15.395690
7780	12.961455
7800	19.532940
7820	11.498607
7840	20.973027
7860	17.751760
7880	17.374939
7900	22.200795
7920	28.510829
7940	21.535726
7960	18.659750
7980	25.467547
8000	25.773313
8020	35.508056
8040	22.465355
8060	28.043418
8080	29.361386
8100	32.042196
8120	34.109666
8140	35.915391
8160	36.626393
8180	41.551572
8200	35.454951
8220	30.977554
8240	19.670072
8260	22.531065
8280	18.022259
8300	24.735573
8320	19.122628
8340	18.453231
8360	20.684172
8380	14.523763
8400	17.822048
8420	14.803950
8440	15.471062
8460	12.972503
8480	9.970661
8500	6.195778
8520	6.274838
8540	4.884719
8560	5.218442
8580	4.013684
8600	2.062087
8620	1.244596
8640	0.988135
8660	2.105130
8680	3.203681
8700	6.749536
8720	5.251537
8740	8.881337
8760	11.588794
8780	8.491943
8800	8.281867
8820	12.070828
8840	14.221053
8860	18.402784
8880	19.931143
8900	22.160081
8920	24.337760
8940	21.415750
8960	11.120555
8980	8.674466
9000	23.384461
9020	12.990753
9040	17.803379
9060	8.552125
9080	4.771378
9100	4.223749
9120	9.367309
9140	11.808736
9160	9.496614
9180	15.403395
9200	14.918753
9220	14.089703
9240	26.713716
9260	18.200546
9280	19.900537
9300	33.840306
9320	32.569075
9340	37.910110
9360	47.560335
9380	19.535728
9400	24.425736
9420	31.071218
9440	35.545136
9460	45.054853
9480	33.265382
9500	37.166811
9520	46.400359
9540	39.580053
9560	36.828858
9580	28.512262
9600	20.343612
9620	17.147067
9640	13.875891
9660	15.840359
9680	7.985422
9700	5.143718
9720	6.652321
9740	6.191352
9760	5.550092
9780	2.137664
9800	4.865208
9820	1.405300
9840	2.476720
9860	4.017960
9880	6.413617
9900	8.678668
9920	5.750491
9940	2.805551
9960	7.115249
9980	3.440102
10000	6.796084
10020	8.599608
10040	6.396875
10060	4.621737
10080	2.763572
10100	12.100338
10120	5.591624
10140	4.003048
10160	3.779180
10180	5.473382
10200	2.174628
10220	6.583775
10240	2.095914
10260	0.713659
10280	6.382268
10300	3.935288
10320	3.058496
10340	2.216822
10360	3.332622
10380	8.112624
10400	5.399177
10420	7.571864
10440	20.437308
10460	27.095602
10480	26.409092
10500	19.730895
10520	29.319821
10540	20.123936
10560	37.818597
10580	31.357417
10600	28.641905
10620	10.278622
10640	15.357267
10660	10.730475
10680	10.690888
10700	9.872254
10720	11.653992
10740	9.383605
10760	9.622733
10780	8.521979
10800	10.262267
10820	8.995507
10840	11.583632
10860	13.676326
10880	17.381451
10900	16.983538
10920	14.657241
10940	14.554957
10960	17.351857
10980	12.068395
11000	16.575465
11020	11.511351
11040	19.375953
11060	23.246425
11080	19.219009
11100	23.917044
11120	28.787776
11140	36.705320
11160	34.497504
11180	33.029057
11200	21.062491
11220	20.038122
11240	21.586453
11260	20.850793
11280	17.311753
11300	9.626315
11320	20.612691
11340	8.269280
11360	11.546966
11380	10.840711
11400	7.628900
11420	6.265915
11440	14.465454
11460	12.244562
11480	10.399498
11500	10.879756
11520	12.091279
11540	21.075901
11560	20.136565
11580	31.965971
11600	24.965902
11620	18.280403
11640	21.225097
11660	16.724751
11680	13.609814
11700	11.196370
11720	11.513936
11740	13.443112
11760	10.405220
11780	9.913140
11800	9.997610
11820	10.681137
11840	16.103899
11860	23.753791
11880	38.171176
11900	34.523243
11920	18.451924
11940	15.139923
11960	11.772603
11980	13.679222
12000	14.137333
12020	10.911480
12040	14.652241
12060	10.911891
12080	17.962711
12100	11.978578
12120	13.676981
12140	17.083030
12160	18.255435
12180	17.327189
12200	20.255384
12220	13.946189
12240	20.628554
12260	22.327255
12280	23.523353
12300	24.485895
12320	28.793493
12340	27.646715
12360	33.506078
12380	39.956557
12400	39.860300
12420	31.270319
12440	34.822294
12460	29.678417
12480	21.124310
12500	24.710148
12520	24.758471
12540	12.792875
12560	11.622180
12580	8.450333
12600	9.945313
12620	13.418888
12640	11.939328
12660	14.625702
12680	18.353032
12700	13.448085
12720	14.419858
12740	16.309039
12760	13.298689
12780	12.516976
12800	15.461796
12820	20.297535
12840	20.428109
12860	11.998965
12880	16.145926
12900	22.387836
12920	25.300500
12940	27.531087
12960	34.373284
12980	53.045915
13000	56.417550
13020	55.415656
13040	71.530446
