#analysis: Bf201706
#Total bases:	13338
#Adenine:	3412 (25.6 %)
#Guanine:	1154 ( 8.7 %)
#Cytosine:	1151 ( 8.6 %)
#Thymine:	7621 (57.1 %)
#G+C content(in %):	17.3 %
#A+T content(in %):	82.7 %
#G+A content(in %):	34.2 %
#C+T content(in %):	65.8 %
#G+T content(in %):	65.8 %
#A+C content(in %):	34.2 %
#Average Peak of the spectrum :	0.00055001
Position	Peak
11320	14.245889
11340	19.164166
11360	13.947787
11380	9.575869
11400	10.958008
11420	10.578850
11440	15.646660
11460	13.390409
11480	19.709779
11500	17.874960
11520	23.545432
11540	30.389582
11560	35.067932
11580	21.688439
11600	21.581550
11620	23.263420
11640	17.363489
11660	10.443329
11680	9.003082
11700	6.342261
11720	8.925169
11740	9.237183
11760	10.407820
11780	12.588524
11800	9.047968
11820	14.473032
11840	29.220510
11860	45.493093
11880	36.090553
11900	25.021928
11920	19.587858
11940	23.198989
11960	17.390833
11980	13.347181
12000	12.639216
12020	16.008639
12040	14.247361
12060	20.933288
12080	13.644693
12100	17.425664
12120	14.108508
12140	17.789143
12160	11.910489
12180	12.576745
12200	12.066213
12220	18.498744
12240	20.299005
12260	25.638182
12280	25.578411
12300	26.635176
12320	19.354611
12340	34.614584
12360	29.184729
12380	36.007818
12400	38.748203
12420	22.400928
12440	24.111920
12460	22.698594
12480	25.151112
12500	19.308558
12520	13.827922
12540	10.163957
12560	2.929531
12580	7.239165
12600	9.011776
12620	10.592590
12640	7.608979
12660	22.835390
12680	13.319768
12700	11.740801
12720	12.724228
12740	9.967750
12760	7.034997
12780	10.505101
12800	17.812621
12820	9.381398
12840	11.538606
12860	22.061599
12880	17.611636
12900	23.165767
12920	29.968987
12940	31.341815
12960	52.836284
12980	60.104092
13000	58.955684
13020	67.810734
